@RELATION pcap
@ATTRIBUTE frameNum NUMERIC
@ATTRIBUTE frameStat_min NUMERIC
@ATTRIBUTE frameStat_max NUMERIC
@ATTRIBUTE frameStat_mean NUMERIC
@ATTRIBUTE frameStat_median NUMERIC
@ATTRIBUTE frameStat_sdev NUMERIC
@ATTRIBUTE frameStat_skewness NUMERIC
@ATTRIBUTE frameStat_kurtosis NUMERIC
@ATTRIBUTE epoStat_min NUMERIC
@ATTRIBUTE epoStat_max NUMERIC
@ATTRIBUTE epoStat_mean NUMERIC
@ATTRIBUTE epoStat_median NUMERIC
@ATTRIBUTE epoStat_sdev NUMERIC
@ATTRIBUTE epoStat_skewness NUMERIC
@ATTRIBUTE epoStat_kurtosis NUMERIC
@ATTRIBUTE upStat_min NUMERIC
@ATTRIBUTE upStat_max NUMERIC
@ATTRIBUTE upStat_mean NUMERIC
@ATTRIBUTE upStat_median NUMERIC
@ATTRIBUTE upStat_sdev NUMERIC
@ATTRIBUTE upStat_skewness NUMERIC
@ATTRIBUTE upStat_kurtosis NUMERIC
@ATTRIBUTE non_httpFrameNum NUMERIC
@ATTRIBUTE upCounter NUMERIC
@ATTRIBUTE class {0, 1, 2}

@DATA
20,66,1440,402.0,76.0,561.60591165,1.1981816428,2.51334315198,6.103515625e-05,1.48876905441,0.18116357452,0.000274896621704,0.400088231276,2.42018877109,7.53010047216,66,224,83.2727272727,66,44.7560882788,2.78840375936,8.90043412119,13,11,0
11,54,520,138.636363636,56,169.600746529,1.65516116759,3.77284166867,0.0001220703125,53.0830998421,5.451394701,0.13407933712,15.8792076414,2.66543197785,8.1072375209,54,520,123.428571429,54,162.046604533,2.03362173313,5.14952769567,9,7,0
11,54,520,138.636363636,56,169.600746529,1.65516116759,3.77284166867,6.07967376709e-05,53.0986328125,5.4562224865,0.137115001678,15.8828906645,2.66536077885,8.10701312595,54,520,123.428571429,54,162.046604533,2.03362173313,5.14952769567,9,7,0
34,66,1440,549.441176471,70.0,644.736115248,0.621855378015,1.40300260815,3.00407409668e-05,1.03686594963,0.0556816404516,0.000184059143066,0.18521208037,4.54856097741,23.9350380616,66,204,74.1111111111,66.0,31.5557511731,3.85933531302,15.9517033328,20,18,0
11,66,573,150.727272727,66,177.224095894,1.70235489915,3.98873310685,0.000306129455566,9.99902296066,1.85906369686,0.114440917969,3.61310468319,1.55246012444,3.49615288664,66,475,135.5,70.0,151.857114859,1.78737688078,4.19731573895,9,6,0
11,66,573,150.727272727,66,177.224095894,1.70235489915,3.98873310685,0.000151872634888,10.0007019043,1.98225398064,0.126830935478,3.7976904716,1.50805226968,3.29336595667,66,475,135.5,70.0,151.857114859,1.78737688078,4.19731573895,9,6,0
10,66,439,132.2,70.0,130.369321545,1.606072964,3.74801891795,0.0,0.574097156525,0.145816326141,0.0639040470123,0.181173077898,1.2702493179,3.67881516997,66,439,142.2,66,148.432341489,1.49837801625,3.24779877351,8,5,0
10,66,573,159.8,70.0,184.774890069,1.54505469413,3.46301533763,0.000152826309204,2.04635596275,0.284305095673,0.108641862869,0.625735560371,2.43312338088,7.00678238625,66,481,136.5,70.0,154.092775085,1.78741927257,4.19739333154,8,6,0
10,66,573,158.3,70.0,182.204308401,1.56285058802,3.54552192173,0.0001220703125,1.31732201576,0.212649901708,0.100311040878,0.396786690047,2.33051394674,6.70899047148,66,466,134.0,70.0,148.503647542,1.78730968328,4.19719269105,8,6,0
10,66,573,158.3,70.0,182.204308401,1.56285058802,3.54552192173,0.000182867050171,1.22824001312,0.201358318329,0.0438539981842,0.370986998637,2.28030906894,6.56191838263,66,466,134.0,70.0,148.503647542,1.78730968328,4.19719269105,8,6,0
13,54,608,128.769230769,56,165.776101946,2.14422742761,5.97492519304,0.000151872634888,1.23928809166,0.199968914191,0.0226744413376,0.348807613736,2.12199291388,6.64643497396,54,608,125.75,54.0,182.390892042,2.2620469184,6.12799983346,10,8,0
10,66,573,158.3,70.0,182.204308401,1.56285058802,3.54552192173,9.20295715332e-05,1.20633006096,0.194342666202,0.107543945312,0.362790021417,2.34580246489,6.76071529464,66,466,134.0,70.0,148.503647542,1.78730968328,4.19719269105,8,6,0
10,66,573,158.3,70.0,182.204308401,1.56285058802,3.54552192173,0.0001220703125,1.44485402107,0.217742893431,0.108062982559,0.437695248431,2.39201328672,6.8908680911,66,466,134.0,70.0,148.503647542,1.78730968328,4.19719269105,8,6,0
26,54,1440,466.961538462,70.0,588.854395008,0.899044308283,1.94353375123,3.00407409668e-05,1.51766896248,0.163215322495,0.000273942947388,0.400135320475,2.71571483338,8.99766114624,54,517,93.1333333333,66,113.491771606,3.45230750926,12.9771901955,16,15,0
26,54,1440,476.769230769,74.0,597.687293316,0.867814726122,1.87179745109,0.000153064727783,4.36041212082,0.381821279526,0.00528001785278,0.885018390028,3.67739110367,16.4474801812,54,597,101.928571429,66.0,137.546077623,3.30807013335,11.9951872047,16,14,0
10,66,573,158.3,70.0,182.204308401,1.56285058802,3.54552192173,0.00018310546875,1.9280090332,0.291520886951,0.100493907928,0.586740217848,2.35008393874,6.75202670915,66,466,134.0,70.0,148.503647542,1.78730968328,4.19719269105,8,6,0
13,54,703,129.230769231,56,180.086796956,2.53373796662,8.05234367538,0.0001220703125,1.05242991447,0.204800923665,0.0677186250687,0.314092903922,1.62179828487,4.6749235224,54,703,137.625,54.0,213.791918404,2.26359795922,6.13205630407,10,8,0
26,54,1440,472.423076923,61.0,604.429366814,0.882210285525,1.88599313763,6.07967376709e-05,0.349822998047,0.0516540336609,0.000214099884033,0.115224086755,2.05169823615,5.43845274697,54,517,88.5,54.0,118.955423824,3.31761663455,12.0325530715,16,14,0
13,54,608,129.538461538,56,165.487445671,2.14348581781,5.97573974789,0.000153064727783,3.0048520565,0.393023173014,0.143417000771,0.816971701963,2.66354537361,8.73745054039,54,608,128.25,64.0,181.525308153,2.25806412975,6.11796397888,10,8,0
10,66,573,158.3,70.0,182.204308401,1.56285058802,3.54552192173,0.000121831893921,2.21633911133,0.353308783637,0.116973161697,0.676670134607,2.24879889996,6.42004742733,66,466,134.0,70.0,148.503647542,1.78730968328,4.19719269105,8,6,0
10,66,573,158.3,70.0,182.204308401,1.56285058802,3.54552192173,0.000152111053467,0.982331037521,0.193254232407,0.113402843475,0.299937592702,1.92851786794,5.40575672876,66,466,134.0,70.0,148.503647542,1.78730968328,4.19719269105,8,6,0
10,66,573,158.3,70.0,182.204308401,1.56285058802,3.54552192173,0.00018310546875,1.00723314285,0.249748998218,0.161620855331,0.331516297203,1.35443983741,3.41234946769,66,466,134.0,70.0,148.503647542,1.78730968328,4.19719269105,8,6,0
10,66,573,158.3,70.0,182.204308401,1.56285058802,3.54552192173,0.000151872634888,0.743438959122,0.227362765206,0.162261962891,0.269883535195,0.962417274146,2.39401560833,66,466,134.0,70.0,148.503647542,1.78730968328,4.19719269105,8,6,0
13,54,703,130.0,56,179.79347126,2.53517575809,8.06058439501,0.0001220703125,1.29467797279,0.383575499058,0.148681521416,0.537861249896,0.977869289926,2.13531170173,54,703,137.625,54.0,213.791918404,2.26359795922,6.13205630407,10,8,0
10,66,573,159.6,70.0,184.42787208,1.54723937094,3.47315601793,0.0001220703125,0.168853998184,0.0756327841017,0.111968994141,0.0681307537823,-0.0272851858601,1.25947907671,66,479,136.166666667,70.0,153.347553688,1.78740534694,4.19736784533,8,6,0
10,66,439,132.2,70.0,130.369321545,1.606072964,3.74801891795,0.0,0.438141107559,0.142361111111,0.168792963028,0.144967914649,0.614263350707,2.37360052283,66,439,142.2,66,148.432341489,1.49837801625,3.24779877351,8,5,0
16,66,1440,322.75,70.0,499.627423687,1.61914374571,3.71789265299,9.20295715332e-05,0.257385969162,0.0399943351746,0.000304937362671,0.0800116487324,1.7387727183,4.4425672337,66,1440,559.0,627.0,620.481466282,0.554975140417,1.36466550217,13,8,0
10,66,524,130.9,70.0,140.853434463,2.14961845839,6.13626008786,0.000153064727783,0.0199589729309,0.00595087475247,0.00634694099426,0.00602886873691,1.09744905503,3.54607764303,66,524,143.666666667,70.0,170.115320363,1.78767598647,4.19786264847,8,6,0
10,66,483,125.3,70.0,128.23887866,2.14647928537,6.12394398591,0.000151872634888,0.019257068634,0.00590001212226,0.00607299804688,0.00599342800992,0.99216384447,3.10929277872,66,483,136.833333333,70.0,154.837997777,1.78743299844,4.19741844945,8,6,0
305,54,1440,734.662295082,90,679.631877735,0.070927921034,1.00688803637,2.98023223877e-05,23.3031308651,0.0996611745734,0.000243902206421,1.33558968877,17.2492225394,299.67200671,54,281,78.512987013,82.0,19.3021891676,7.33603250775,78.8961375351,302,154,0
15,66,1440,295.666666667,66,463.224015881,1.9350382455,5.00941985827,9.20295715332e-05,0.176543951035,0.0385829210281,0.000579595565796,0.0719731994052,1.39054507739,2.93686833044,66,1440,476.125,296.0,574.437646203,0.976490105182,2.12404853129,12,8,0
11,66,1093,192.272727273,66,301.387726995,2.40410754406,7.3019456476,0.000243902206421,21.5870060921,3.33964538574,0.131972908974,6.89396491635,1.90751671108,5.09839346049,66,412,125.0,70.0,128.383539963,1.78679029122,4.19623960452,9,6,0
12,66,410,132.666666667,70.0,122.597806759,1.56211712624,3.67157788106,0.0001220703125,0.349976062775,0.0949346368963,0.0152590274811,0.136388952851,1.00886661602,2.12337028055,66,410,161.428571429,66,148.569230753,0.956004305749,1.92785129663,9,7,0
14,66,1249,168.857142857,70.0,302.526470422,3.22258489849,11.6172937442,0.000213861465454,0.82766699791,0.105973463792,0.00448608398438,0.219268887255,2.68259213755,9.06149294256,66,1249,224.0,70.0,388.131743098,2.25151634162,6.10003231508,11,8,0
23,66,410,165.086956522,66,134.836749294,0.860558218634,1.95498101777,0.000151872634888,19.9657289982,1.38477395881,0.0198063850403,4.39010613579,3.58901764289,14.8494842295,66,410,212.076923077,74,156.988221772,0.170065217159,1.0509947727,14,13,0
170,54,1440,555.194117647,128.0,619.758304854,0.635286431951,1.49490515335,3.00407409668e-05,24.0943908691,0.179367514052,0.000275135040283,1.8470774965,12.8423886948,166.286217074,54,312,99.1827956989,66,91.5794438874,1.83111663076,4.38981793524,122,93,0
10,66,478,124.8,70.0,126.845417734,2.13709526041,6.08487689113,0.000151872634888,0.0120549201965,0.00503198305766,0.00598216056824,0.00401624682572,0.224433628905,1.76572727445,66,478,136.0,70.0,152.974943482,1.78739830801,4.19735496187,8,6,0
12,66,618,141.25,70.0,156.286662365,2.32207452003,7.27405611313,0.000152826309204,0.0189509391785,0.00396453250538,0.00244092941284,0.00535721273335,1.85325596632,5.69648668396,66,618,168.857142857,66,191.35265019,1.74501533696,4.39359485001,9,7,0
10,66,510,129.5,70.0,136.95491959,2.12537203075,6.0351598654,0.0001220703125,0.0149531364441,0.00438435872396,0.00204491615295,0.00492532260061,0.928832949492,2.70694335616,66,510,141.333333333,70.0,164.898622055,1.78760053626,4.1977248159,8,6,0
37,66,1440,558.810810811,66,649.947725043,0.603523661068,1.38284083703,9.08374786377e-05,20.1239929199,0.928688055939,0.000336408615112,3.77067241376,4.30360589703,20.5237108901,66,411,84.5789473684,66,76.9588514724,4.00338036439,17.0373751718,22,19,0
408,54,1440,737.703431373,90.0,681.124076535,0.058192821773,1.00493411095,2.98023223877e-05,23.1182560921,0.0744261501462,0.000213861465454,1.14600540844,19.9765870231,401.677866207,54,281,76.4536585366,74,17.6135770464,7.54546893241,89.0044792428,405,205,0
23,66,410,167.565217391,66,138.699495653,0.865887273545,1.95102604606,0.000152111053467,20.046325922,1.56451832164,0.029265999794,4.43355635726,3.40156916581,13.9206186838,66,410,216.461538462,74,161.537142852,0.162965872423,1.03978350211,14,13,0
10,66,573,159.0,70.0,183.394656411,1.55413809657,3.50515601063,0.000182867050171,2.01055908203,0.303982204861,0.121246099472,0.609826432753,2.37609494858,6.84246630138,66,473,135.166666667,70.0,151.111897465,1.78736233216,4.19728910377,8,6,0
10,66,573,158.9,70.0,183.223606558,1.55533864224,3.51072139106,0.000182867050171,1.46005320549,0.277255535126,0.161101818085,0.443309043661,2.01430259965,5.7004489537,66,472,135.0,70.0,150.739289282,1.78735497715,4.19727563731,8,6,0
13,66,424,142.307692308,66,135.516325792,1.30437235855,2.75309867137,0.000121831893921,51.432831049,4.81918583314,0.155182123184,14.1010391423,2.98086819011,9.96071363491,66,424,113.25,70.0,117.532708214,2.26165838971,6.12718016556,10,8,0
13,66,439,117.846153846,66,117.337675865,2.02808661687,5.3149514913,6.07967376709e-05,1.31536912918,0.191444416841,0.0856934785843,0.358170682731,2.50657433508,8.12795781004,66,439,122.142857143,66,129.434405419,2.036117199,5.15536287311,11,7,0
10,66,288,109.9,70.0,83.9886301829,1.50665710972,3.29754233238,0.000182867050171,2.89974999428,0.524376763238,0.28366112709,0.8776892592,2.11032625981,6.01800076921,66,288,104.333333333,70.0,82.1901589135,1.78384593364,4.19078393819,8,6,0
17,54,943,171.941176471,56,283.808027617,2.30703171451,6.43067129629,0.000152826309204,7.56094384193,0.598087310791,0.011474609375,1.81114711199,3.52784575858,13.6601395471,54,209,74.7777777778,54,47.9392619833,2.38372918637,6.85159230782,14,9,0
14,54,942,196.928571429,61.0,306.618996776,1.97966885778,5.01227344115,0.0001220703125,42.6155698299,4.52255483774,0.0345759391785,11.6750413476,2.67998648589,8.78263893932,54,209,78.875,60.0,49.7027099362,2.17597552646,5.90513728429,11,8,0
12,54,942,219.583333333,65.0,325.710878524,1.72997581153,4.07703551244,0.000212907791138,42.565032959,5.30119462447,0.0365290641785,12.517679057,2.37984277018,7.19477872034,54,209,80.7142857143,54,52.8791459995,1.96273235692,4.98665928625,9,7,0
10,66,338,117.2,70.0,99.0321160028,1.54006817205,3.44819995638,0.000121831893921,3.08911108971,0.405731227663,0.0122680664062,0.952154985586,2.44088572589,7.02765393816,66,290,104.666666667,70.0,82.9350482138,1.78393480899,4.19094971321,8,6,0
11,54,520,138.636363636,56,169.600746529,1.65516116759,3.77284166867,9.08374786377e-05,51.645234108,5.28707580566,0.120025992393,15.4541357858,2.66575479645,8.10825434526,54,520,123.428571429,54,162.046604533,2.03362173313,5.14952769567,9,7,0
11,54,520,138.636363636,56,169.600746529,1.65516116759,3.77284166867,0.000182867050171,50.8169560432,5.20690610409,0.122955083847,15.2048871466,2.66566110745,8.10795949551,54,520,123.428571429,54,162.046604533,2.03362173313,5.14952769567,9,7,0
10,66,573,160.1,70.0,185.297841326,1.54188408506,3.44829219635,0.000214099884033,0.140899896622,0.0570306777954,0.0182189941406,0.0593869067748,0.339002671781,1.30857955791,66,484,137.0,70.0,155.210609603,1.78743978767,4.19743087251,8,6,0
10,66,338,117.2,70.0,99.0321160028,1.54006817205,3.44819995638,0.000153064727783,1.95165991783,0.433719237645,0.0122380256653,0.644209341324,1.43392958333,3.69746384432,66,290,104.666666667,70.0,82.9350482138,1.78393480899,4.19094971321,8,6,0
13,66,573,178.076923077,66,200.633405278,1.31318465473,2.77760169161,0.000243902206421,51.2613520622,5.17072041829,0.0980684757233,14.1487327713,2.84519139719,9.39892946725,66,481,128.142857143,66,144.12338818,2.03710490723,5.15755347538,10,7,0
10,66,428,133.9,68.0,133.433466567,1.53271403435,3.40653729954,0.000182867050171,2.24115014076,0.342234320111,0.00500512123108,0.683063176803,2.31796956969,6.67088956814,66,428,127.666666667,70.0,134.344912652,1.78696859653,4.19656718064,8,6,0
18,66,950,298.055555556,213.0,296.77235425,1.00935725542,2.84809402204,9.20295715332e-05,29.6937260628,3.46740724059,0.238922119141,8.76712845819,2.4014905695,6.86752042422,66,535,218.416666667,70.0,214.4125534,0.714456247522,1.52108789966,10,12,0
14,66,436,178.928571429,70.0,151.506465815,0.688660332325,1.59177143615,0.000243902206421,58.5264289379,4.58441868195,0.0170900821686,15.5720747333,3.17516813006,11.0823378211,66,412,171.777777778,66,148.785287338,0.749635870829,1.61865337575,9,9,0
9,66,601,168.444444444,66,191.351979992,1.47865446014,3.39121608503,0.000151872634888,58.29956007,7.36877062917,0.109985470772,19.2502893102,2.26766422214,6.14254797966,66,437,129.166666667,70.0,137.698240931,1.78705892088,4.19673297122,7,6,0
15,66,601,192.066666667,66,183.176951486,0.970100058221,2.34355884575,0.0001220703125,81.1589970589,5.88850622518,0.0483855009079,20.8767793353,3.32792201985,12.075784656,66,437,174.666666667,66,153.56287167,0.776919069295,1.69761526422,10,9,0
9,66,412,134.111111111,66,125.207777931,1.44698027341,3.26223959722,9.20295715332e-05,81.2836611271,10.2269745171,0.0861815214157,26.8570269699,2.26774501274,6.14275171466,66,412,125.0,70.0,128.383539963,1.78679029122,4.19623960452,7,6,0
24,66,1135,350.916666667,213.0,353.136767257,1.13993965642,3.26153372227,9.20295715332e-05,29.8012390137,3.55781757313,0.209473133087,8.68110976887,2.45101574363,7.36728987743,66,536,238.625,70.0,222.057108364,0.522188909675,1.28064370859,12,16,0
11,54,520,138.636363636,56,169.600746529,1.65516116759,3.77284166867,6.103515625e-05,52.9360349178,5.4488036871,0.152129888535,15.8314187009,2.66519723717,8.10649836396,54,520,123.428571429,54,162.046604533,2.03362173313,5.14952769567,9,7,0
34,66,1440,520.911764706,70.0,636.594818391,0.745118354419,1.56680069091,6.103515625e-05,55.8923339844,1.72212357232,0.000244140625,9.57627178605,5.47963790934,31.0281351622,66,204,74.1111111111,66.0,31.5557511731,3.85933531302,15.9517033328,20,18,0
28,66,1440,489.642857143,78.0,611.902899293,0.862968635705,1.80479013101,6.07967376709e-05,55.7507321835,2.10909243866,0.000243902206421,10.5205092724,4.902122884,25.0335499469,66,224,80.2666666667,66,38.7736451157,3.3658050512,12.6000743345,17,15,0
10,66,316,107.2,70.0,81.8349558563,1.78112464723,4.55098037499,0.000121831893921,56.3349308968,6.36252509223,0.0165100097656,17.6684260864,2.4745970674,7.12421637256,66,212,91.6666666667,70.0,53.8939287449,1.77730275688,4.17843919127,8,6,0
11,54,520,138.636363636,56,169.600746529,1.65516116759,3.77284166867,9.10758972168e-05,52.9272458553,5.45104370117,0.152938961983,15.8278518238,2.66512860454,8.10628115186,54,520,123.428571429,54,162.046604533,2.03362173313,5.14952769567,9,7,0
19,66,861,275.789473684,74,271.39494991,0.914536988374,2.51089384187,0.000244140625,29.7671818733,3.30844622188,0.206038951874,8.46929546422,2.50823851566,7.43895245986,66,535,218.416666667,70.0,214.4125534,0.714456247522,1.52108789966,11,12,0
14,66,601,201.5,70.0,186.816086031,0.85828376282,2.12923782459,0.000182867050171,59.3645629883,4.64064376171,0.0254518985748,15.7977363063,3.17521178235,11.0825059479,66,437,175.333333333,66,154.515011856,0.776022346996,1.69270263445,9,9,0
9,66,412,134.111111111,66,125.207777931,1.44698027341,3.26223959722,0.000182867050171,59.0194401741,7.44363024831,0.0907289981842,19.4939887502,2.2677101139,6.14266372513,66,412,125.0,70.0,128.383539963,1.78679029122,4.19623960452,7,6,0
14,66,601,201.5,70.0,186.816086031,0.85828376282,2.12923782459,0.000213146209717,59.0589299202,4.62359145971,0.0129399299622,15.7145230893,3.17514430199,11.0822452625,66,437,175.333333333,66,154.515011856,0.776022346996,1.69270263445,9,9,0
9,66,412,134.111111111,66,125.207777931,1.44698027341,3.26223959722,0.000243902206421,59.0987238884,7.47338861227,0.122070550919,19.5128448457,2.26764644745,6.14250300863,66,412,125.0,70.0,128.383539963,1.78679029122,4.19623960452,7,6,0
18,66,1129,318.055555556,213.0,342.507659642,1.30506116398,3.67955647991,0.000151872634888,29.6371760368,3.51743088049,0.240234136581,8.5559462805,2.38197682524,6.90852575689,66,535,218.416666667,70.0,214.4125534,0.714456247522,1.52108789966,10,12,0
10,66,439,132.2,70.0,130.369321545,1.606072964,3.74801891795,9.20295715332e-05,0.435637950897,0.126522461573,0.0281682014465,0.149377540051,0.829951713875,2.39319753042,66,439,142.2,66,148.432341489,1.49837801625,3.24779877351,8,5,0
113,66,1440,630.327433628,70,660.2637639,0.363453196248,1.16030544979,2.98023223877e-05,2.33856201172,0.0240532947438,0.000136971473694,0.22030960857,10.3529762679,108.764270892,66,1440,164.807017544,66,331.764471443,3.34732289366,12.5489275656,61,57,0
12,66,416,148.0,70.0,137.866481302,1.17336606545,2.41436447711,0.000182867050171,0.832580804825,0.144509077072,0.0237119197845,0.237911712296,2.11530672452,6.44152099101,66,416,118.857142857,66,121.39125477,2.03541896786,5.15381188943,9,7,0
10,66,439,132.2,70.0,130.369321545,1.606072964,3.74801891795,3.09944152832e-05,0.272490978241,0.108859539032,0.0216670036316,0.11866894367,0.343628225578,1.24677203969,66,439,142.2,66,148.432341489,1.49837801625,3.24779877351,8,5,0
105,66,1440,656.514285714,71,661.900238696,0.2856138234,1.12016216078,3.00407409668e-05,0.93112206459,0.0114787106331,0.000213980674744,0.091501129062,9.77397048511,98.1286730769,66,1440,169.641509434,66,335.771041395,3.26882094016,12.1226931751,58,53,0
10,66,439,132.2,70.0,130.369321545,1.606072964,3.74801891795,0.00018310546875,0.420348882675,0.130228784349,0.0308218002319,0.148190615298,0.685590978679,2.05009491703,66,439,142.2,66,148.432341489,1.49837801625,3.24779877351,8,5,0
10,54,495,154.5,65.0,154.386042115,1.1658690492,2.77665819457,0.000275135040283,23.0848078728,4.77123689651,0.19778418541,8.80038288014,1.37459565131,2.95022009798,54,495,178.833333333,198.0,175.273516412,0.89640544943,2.03976374679,7,6,0
9,66,338,122.888888889,66,102.827195327,1.37620031739,2.96650980832,0.000152111053467,2.80801391602,0.480247497559,0.174667954445,0.893677941142,2.13145263711,5.79437726491,66,290,104.666666667,70.0,82.9350482138,1.78393480899,4.19094971321,7,6,0
9,66,412,134.111111111,66,125.207777931,1.44698027341,3.26223959722,9.08374786377e-05,62.7292180061,7.92279812694,0.0997010469437,20.7151336683,2.26767566293,6.14257670133,66,412,125.0,70.0,128.383539963,1.78679029122,4.19623960452,7,6,0
27,66,1116,286.407407407,78,273.296374095,1.25596871121,4.19924765212,0.000152111053467,29.800688982,2.97000003778,0.169021964073,7.90570830921,2.91631531424,9.89567618122,66,535,215.944444444,70.0,210.361189973,0.747943806242,1.60391519999,14,18,0
9,66,1116,231.555555556,66,339.235451211,1.93138387108,5.21303461426,0.000214099884033,76.0505979061,9.65168762207,0.235305428505,25.0972203784,2.26750129172,6.14213591058,66,490,138.0,70.0,157.446287137,1.78747952007,4.19750356232,7,6,0
19,66,954,311.157894737,74,294.737753758,0.892462863716,2.68847688535,9.10758972168e-05,28.4542849064,3.52144706249,0.285736560822,7.63131541918,2.39547153905,7.4511329767,66,536,243.076923077,66,223.005505809,0.4813804255,1.24134132657,10,13,0
16,66,601,219.1875,76.0,203.293266843,0.78766374022,1.95780666492,0.00018310546875,76.3714900017,5.18357132276,0.0113830566406,19.0263267129,3.47404614975,13.069927078,66,437,166.3,72.0,150.564969365,0.939505856639,1.97406860856,10,10,0
14,66,601,202.0,70.0,187.349939952,0.852086223509,2.10892424505,9.10758972168e-05,62.7508850098,4.91929278007,0.00817918777466,16.6949981735,3.17511965087,11.0821507072,66,437,176.111111111,66,155.647353866,0.775872266661,1.6896607059,9,9,0
12,66,338,111.0,74.0,91.4056891008,1.82645539644,4.43019210734,0.000121831893921,3.3948969841,0.677204435522,0.136139154434,1.20021175214,1.62530004362,3.74206217168,66,290,97.5,70.0,72.8954731105,2.2508597674,6.09975487025,10,8,0
109,66,1440,645.981651376,70,661.444166188,0.325502709209,1.14210052879,6.103515625e-05,0.643157958984,0.00839572261881,0.00024402141571,0.0624401721334,9.7582498565,98.93227693,66,1440,168.418181818,66,337.247181586,3.27259139791,12.043241248,59,55,0
121,66,1440,664.966942149,74,665.111535217,0.274302988283,1.10663994963,3.09944152832e-05,0.874022960663,0.0102948506673,0.000213146209717,0.0808420228155,10.2119036748,108.661897643,66,1440,166.180327869,66,340.561181437,3.41255197581,12.8430728715,67,61,0
10,66,573,160.1,70.0,185.297841326,1.54188408506,3.44829219635,0.0001220703125,0.611999988556,0.132961670558,0.0317080020905,0.188303013818,1.67400182722,4.77580045735,66,484,137.0,70.0,155.210609603,1.78743978767,4.19743087251,8,6,0
